,video_id,published_at,year_published,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,title,thumpnail,video_link,episode_number,title_new,total_like_dislike,like_ratio
136,CC9_wWsne1A,4/15/2018 3:55,2018,279238,6364,206,0,1110,The Official Podcast #71 With Chris Ray Gun,https://i.ytimg.com/vi/CC9_wWsne1A/mqdefault.jpg,https://www.youtube.com/watch?v=CC9_wWsne1A,71,With Chris Ray Gun,6570,97
137,WCKFV5S_nOs,4/13/2018 4:00,2018,333804,9655,189,0,1223,The Official Podcast #70 With NakeyJakey,https://i.ytimg.com/vi/WCKFV5S_nOs/mqdefault.jpg,https://www.youtube.com/watch?v=WCKFV5S_nOs,70,With NakeyJakey,9844,98
138,KMF92wtYp1U,4/6/2018 4:00,2018,204257,4457,110,0,916,The Official Podcast #69: Lemniscoop,https://i.ytimg.com/vi/KMF92wtYp1U/mqdefault.jpg,https://www.youtube.com/watch?v=KMF92wtYp1U,69, Lemniscoop,4567,98
139,_8_X7SqRz98,3/30/2018 4:00,2018,307581,5342,332,0,1700,The Official Podcast #68: Jurassic Passions,https://i.ytimg.com/vi/_8_X7SqRz98/mqdefault.jpg,https://www.youtube.com/watch?v=_8_X7SqRz98,68, Jurassic Passions,5674,94
140,N7GKZpn-KvM,3/23/2018 4:00,2018,388806,10729,256,0,1565,The Official Podcast #67 With Gibi ASMR,https://i.ytimg.com/vi/N7GKZpn-KvM/mqdefault.jpg,https://www.youtube.com/watch?v=N7GKZpn-KvM,67,With Gibi ASMR,10985,98
141,Dlji_UUJOao,3/16/2018 4:00,2018,231360,6361,291,0,1012,The Official Podcast #66 With Boogie2988,https://i.ytimg.com/vi/Dlji_UUJOao/mqdefault.jpg,https://www.youtube.com/watch?v=Dlji_UUJOao,66,With Boogie2988,6652,96
142,CvoYFlFpQvY,3/9/2018 5:00,2018,265987,5878,162,0,876,The Official Podcast #65: Sword Fighting,https://i.ytimg.com/vi/CvoYFlFpQvY/mqdefault.jpg,https://www.youtube.com/watch?v=CvoYFlFpQvY,65, Sword Fighting,6040,97
143,1XrzDWK4eWA,3/2/2018 5:00,2018,435598,14774,185,0,1718,The Official Podcast #64 With Noah Munck,https://i.ytimg.com/vi/1XrzDWK4eWA/mqdefault.jpg,https://www.youtube.com/watch?v=1XrzDWK4eWA,64,With Noah Munck,14959,99
144,eH7HffpcssA,2/23/2018 5:00,2018,259816,5276,173,0,1083,The Official Podcast #63: We Clone Ourselves,https://i.ytimg.com/vi/eH7HffpcssA/mqdefault.jpg,https://www.youtube.com/watch?v=eH7HffpcssA,63, We Clone Ourselves,5449,97
145,722YI4NGNnc,2/15/2018 23:09,2018,256786,5120,143,0,772,The Official Podcast #62: Ancient Shitposting,https://i.ytimg.com/vi/722YI4NGNnc/mqdefault.jpg,https://www.youtube.com/watch?v=722YI4NGNnc,62, Ancient Shitposting,5263,97
146,_Z6Dc2_IBQw,2/9/2018 5:00,2018,152817,3417,60,0,612,The Official Podcast #61 With Ray Narvaez Jr Part 2,https://i.ytimg.com/vi/_Z6Dc2_IBQw/mqdefault.jpg,https://www.youtube.com/watch?v=_Z6Dc2_IBQw,61,With Ray Narvaez Jr Part 2,3477,98
147,96-1a5DTqkM,2/2/2018 5:00,2018,589473,17770,477,0,2046,The Official Podcast #60 With h3h3Productions,https://i.ytimg.com/vi/96-1a5DTqkM/mqdefault.jpg,https://www.youtube.com/watch?v=96-1a5DTqkM,60,With h3h3Productions,18247,97
148,t-Cd23SLBmI,1/26/2018 5:00,2018,287770,5963,130,0,970,The Official Podcast #59: The Official Island,https://i.ytimg.com/vi/t-Cd23SLBmI/mqdefault.jpg,https://www.youtube.com/watch?v=t-Cd23SLBmI,59, The Official Island,6093,98
149,hY46xchol14,1/19/2018 5:00,2018,366835,11204,261,0,1428,The Official Podcast #58 With Egoraptor,https://i.ytimg.com/vi/hY46xchol14/mqdefault.jpg,https://www.youtube.com/watch?v=hY46xchol14,58,With Egoraptor,11465,98
150,N3YGyuS7qzc,1/12/2018 5:00,2018,147926,3811,103,0,686,The Official Podcast #57 With Pogo,https://i.ytimg.com/vi/N3YGyuS7qzc/mqdefault.jpg,https://www.youtube.com/watch?v=N3YGyuS7qzc,57,With Pogo,3914,97
151,SOet7kXV7bg,1/5/2018 5:41,2018,191267,4436,92,0,629,The Official Podcast #56 With MowtenDoo,https://i.ytimg.com/vi/SOet7kXV7bg/mqdefault.jpg,https://www.youtube.com/watch?v=SOet7kXV7bg,56,With MowtenDoo,4528,98
152,COTDboSLuYo,12/29/2017 5:00,2017,699816,23321,367,0,2178,The Official Podcast #55 With Dunkey,https://i.ytimg.com/vi/COTDboSLuYo/mqdefault.jpg,https://www.youtube.com/watch?v=COTDboSLuYo,55,With Dunkey,23688,98
153,KfgKqpx4DvQ,12/22/2017 5:00,2017,347930,9201,171,0,1010,The Official Podcast #54 With Tiana,https://i.ytimg.com/vi/KfgKqpx4DvQ/mqdefault.jpg,https://www.youtube.com/watch?v=KfgKqpx4DvQ,54,With Tiana,9372,98
154,HtteBzNXI7I,12/15/2017 7:00,2017,219831,5110,109,0,582,The Official Podcast #53: My Knees,https://i.ytimg.com/vi/HtteBzNXI7I/mqdefault.jpg,https://www.youtube.com/watch?v=HtteBzNXI7I,53, My Knees,5219,98
155,gZSVqCuQPHQ,12/8/2017 7:00,2017,211371,6727,107,0,1051,The Official Podcast #52: One Year Anniversary,https://i.ytimg.com/vi/gZSVqCuQPHQ/mqdefault.jpg,https://www.youtube.com/watch?v=gZSVqCuQPHQ,52, One Year Anniversary,6834,98
156,Wf6q8KWo-XU,12/1/2017 7:00,2017,265020,5737,219,0,1287,The Official Podcast #51: Getting Sued by Maddox,https://i.ytimg.com/vi/Wf6q8KWo-XU/mqdefault.jpg,https://www.youtube.com/watch?v=Wf6q8KWo-XU,51, Getting Sued by Maddox,5956,96
157,3B_i2JP_eEE,11/24/2017 7:00,2017,1222864,34235,782,0,4394,The Official Podcast #50 With Idubbbz,https://i.ytimg.com/vi/3B_i2JP_eEE/mqdefault.jpg,https://www.youtube.com/watch?v=3B_i2JP_eEE,50,With Idubbbz,35017,98
158,0a9olQR4-10,11/17/2017 7:16,2017,163309,4117,85,0,706,The Official Podcast #49 With Ricepirate,https://i.ytimg.com/vi/0a9olQR4-10/mqdefault.jpg,https://www.youtube.com/watch?v=0a9olQR4-10,49,With Ricepirate,4202,98
159,#NAME?,11/10/2017 7:00,2017,213573,5755,285,0,816,The Official Podcast #48 With ProZD,https://i.ytimg.com/vi/-bZoCeVmd74/mqdefault.jpg,https://www.youtube.com/watch?v=-bZoCeVmd74,48,With ProZD,6040,95
160,Lsm-JJC1VoM,11/3/2017 6:00,2017,254418,4951,125,0,652,The Official Podcast #47: Uncovering the Tampa Bay Killer,https://i.ytimg.com/vi/Lsm-JJC1VoM/mqdefault.jpg,https://www.youtube.com/watch?v=Lsm-JJC1VoM,47, Uncovering the Tampa Bay Killer,5076,98
161,_Z9Osqe9aE8,10/27/2017 6:00,2017,136209,4392,789,0,1517,The Official Podcast #46 With Kickboxing Champion Andrew Tate,https://i.ytimg.com/vi/_Z9Osqe9aE8/mqdefault.jpg,https://www.youtube.com/watch?v=_Z9Osqe9aE8,46,With Kickboxing Champion Andrew Tate,5181,85
162,3aI88FCS9yg,10/20/2017 6:00,2017,147737,3573,91,0,490,The Official Podcast #45: We're Live,https://i.ytimg.com/vi/3aI88FCS9yg/mqdefault.jpg,https://www.youtube.com/watch?v=3aI88FCS9yg,45, We're Live,3664,98
163,k8eWUr1oBDM,10/13/2017 6:00,2017,164170,4841,205,0,764,The Official Podcast #44 With Dick Masterson,https://i.ytimg.com/vi/k8eWUr1oBDM/mqdefault.jpg,https://www.youtube.com/watch?v=k8eWUr1oBDM,44,With Dick Masterson,5046,96
164,YrEPYOnDaR0,10/6/2017 6:00,2017,194990,5444,70,0,553,The Official Podcast #43 With Famous Actor James Allen McCune,https://i.ytimg.com/vi/YrEPYOnDaR0/mqdefault.jpg,https://www.youtube.com/watch?v=YrEPYOnDaR0,43,With Famous Actor James Allen McCune,5514,99
165,cJt9Zje2rzo,9/29/2017 7:12,2017,209744,4604,104,0,532,The Official Podcast #42: The Baby's Choice Awards,https://i.ytimg.com/vi/cJt9Zje2rzo/mqdefault.jpg,https://www.youtube.com/watch?v=cJt9Zje2rzo,42, The Baby's Choice Awards,4708,98
166,VLlMfVbZmEY,9/22/2017 6:00,2017,321932,10503,2035,0,2326,The Official Podcast #41 With Keemstar,https://i.ytimg.com/vi/VLlMfVbZmEY/mqdefault.jpg,https://www.youtube.com/watch?v=VLlMfVbZmEY,41,With Keemstar,12538,84
167,j4ue90VEGWw,9/15/2017 6:00,2017,185357,4530,113,0,590,The Official Podcast #40: Surviving Irma,https://i.ytimg.com/vi/j4ue90VEGWw/mqdefault.jpg,https://www.youtube.com/watch?v=j4ue90VEGWw,40, Surviving Irma,4643,98
168,JdDpEPEQOlQ,9/8/2017 6:00,2017,236826,7670,65,0,718,The Official Podcast #39 With Mr. Sark,https://i.ytimg.com/vi/JdDpEPEQOlQ/mqdefault.jpg,https://www.youtube.com/watch?v=JdDpEPEQOlQ,39,With Mr. Sark,7735,99
169,4CUfcRTaiQE,9/1/2017 6:00,2017,150319,3861,148,0,533,The Official Podcast #38 With Dyrus,https://i.ytimg.com/vi/4CUfcRTaiQE/mqdefault.jpg,https://www.youtube.com/watch?v=4CUfcRTaiQE,38,With Dyrus,4009,96
170,xlY81lvaq48,8/25/2017 6:00,2017,309142,6259,235,0,1038,The Official Podcast #37: Woah,https://i.ytimg.com/vi/xlY81lvaq48/mqdefault.jpg,https://www.youtube.com/watch?v=xlY81lvaq48,37, Woah,6494,96
171,uba-qFYxsGI,8/18/2017 6:00,2017,438243,10915,232,0,1343,The Official Podcast #36 With OneyNG,https://i.ytimg.com/vi/uba-qFYxsGI/mqdefault.jpg,https://www.youtube.com/watch?v=uba-qFYxsGI,36,With OneyNG,11147,98
172,FAVmKDOPXII,8/11/2017 22:47,2017,174430,4062,96,0,534,The Official Podcast #35: Answering More Questions,https://i.ytimg.com/vi/FAVmKDOPXII/mqdefault.jpg,https://www.youtube.com/watch?v=FAVmKDOPXII,35, Answering More Questions,4158,98
173,n1UEBEtzscA,8/4/2017 6:30,2017,243791,6234,113,0,1134,The Official Podcast #34 With Ross O'Donovan,https://i.ytimg.com/vi/n1UEBEtzscA/mqdefault.jpg,https://www.youtube.com/watch?v=n1UEBEtzscA,34,With Ross O'Donovan,6347,98
174,1XkUBQo3oT8,7/28/2017 6:00,2017,273723,8258,114,0,1327,The Official Podcast #33 With Vinny Vinesauce,https://i.ytimg.com/vi/1XkUBQo3oT8/mqdefault.jpg,https://www.youtube.com/watch?v=1XkUBQo3oT8,33,With Vinny Vinesauce,8372,99
175,X99Tq4DnwVc,7/21/2017 6:00,2017,243568,6288,93,0,847,The Official Podcast #32: Frequently Asked Questions,https://i.ytimg.com/vi/X99Tq4DnwVc/mqdefault.jpg,https://www.youtube.com/watch?v=X99Tq4DnwVc,32, Frequently Asked Questions,6381,99
176,yh9MppJ7Ys0,7/14/2017 6:00,2017,211859,4557,174,0,871,"The Official Podcast #31 With Newgrounds Legend, The Swain",https://i.ytimg.com/vi/yh9MppJ7Ys0/mqdefault.jpg,https://www.youtube.com/watch?v=yh9MppJ7Ys0,31,"With Newgrounds Legend, The Swain",4731,96
177,Pigz_mGIias,7/7/2017 6:00,2017,226011,6192,166,0,1253,The Official Podcast #30 With Hellbent,https://i.ytimg.com/vi/Pigz_mGIias/mqdefault.jpg,https://www.youtube.com/watch?v=Pigz_mGIias,30,With Hellbent,6358,97
178,syeVup9y1io,6/30/2017 6:00,2017,222367,4744,102,0,608,The Official Podcast #29: Magic of Cartoons,https://i.ytimg.com/vi/syeVup9y1io/mqdefault.jpg,https://www.youtube.com/watch?v=syeVup9y1io,29, Magic of Cartoons,4846,98
179,wxfwbH_nE3o,6/23/2017 6:00,2017,335850,9534,165,0,1032,The Official Podcast #28 With Jacksepticeye Part 2,https://i.ytimg.com/vi/wxfwbH_nE3o/mqdefault.jpg,https://www.youtube.com/watch?v=wxfwbH_nE3o,28,With Jacksepticeye Part 2,9699,98
180,6sPlm_E4BGY,6/16/2017 6:00,2017,211654,4457,205,0,963,The Official Podcast #27: E3 Commentary,https://i.ytimg.com/vi/6sPlm_E4BGY/mqdefault.jpg,https://www.youtube.com/watch?v=6sPlm_E4BGY,27, E3 Commentary,4662,96
181,cObxgQ2HE1I,6/9/2017 6:00,2017,721155,16938,317,0,1616,The Official Podcast #26 With Psychicpebbles,https://i.ytimg.com/vi/cObxgQ2HE1I/mqdefault.jpg,https://www.youtube.com/watch?v=cObxgQ2HE1I,26,With Psychicpebbles,17255,98
182,x-zjT7-iWss,6/2/2017 6:00,2017,329443,9618,150,0,1482,The Official Podcast #25: Drunk Podcast,https://i.ytimg.com/vi/x-zjT7-iWss/mqdefault.jpg,https://www.youtube.com/watch?v=x-zjT7-iWss,25, Drunk Podcast,9768,98
183,5BUHAuy3_5o,5/26/2017 6:00,2017,349636,7994,132,0,1048,The Official Podcast #24 With I Hate Everything Again,https://i.ytimg.com/vi/5BUHAuy3_5o/mqdefault.jpg,https://www.youtube.com/watch?v=5BUHAuy3_5o,24,With I Hate Everything Again,8126,98
184,7RuLZ5MiwlI,5/19/2017 6:00,2017,213707,5467,189,0,945,The Official Podcast #23: The Phantom of the Podcast,https://i.ytimg.com/vi/7RuLZ5MiwlI/mqdefault.jpg,https://www.youtube.com/watch?v=7RuLZ5MiwlI,23, The Phantom of the Podcast,5656,97
185,GfQ6ZRedRao,5/12/2017 6:00,2017,337884,9745,126,0,1023,The Official Podcast #22 With Cry,https://i.ytimg.com/vi/GfQ6ZRedRao/mqdefault.jpg,https://www.youtube.com/watch?v=GfQ6ZRedRao,22,With Cry,9871,99
186,Lmopw40RmaE,5/5/2017 6:00,2017,1496908,54229,840,0,4081,The Official Podcast #21 With PewDiePie,https://i.ytimg.com/vi/Lmopw40RmaE/mqdefault.jpg,https://www.youtube.com/watch?v=Lmopw40RmaE,21,With PewDiePie,55069,98
187,zr_5kiP6oHg,4/28/2017 6:00,2017,321712,9603,133,0,827,The Official Podcast #20 With I Am Wildcat,https://i.ytimg.com/vi/zr_5kiP6oHg/mqdefault.jpg,https://www.youtube.com/watch?v=zr_5kiP6oHg,20,With I Am Wildcat,9736,99
188,9dOYkKmRsRE,4/21/2017 6:00,2017,265259,6394,257,0,1053,The Official Podcast #19: Bioshock Infowars,https://i.ytimg.com/vi/9dOYkKmRsRE/mqdefault.jpg,https://www.youtube.com/watch?v=9dOYkKmRsRE,19, Bioshock Infowars,6651,96
189,GwnjOWJbhns,4/14/2017 6:00,2017,299086,8594,129,0,1021,The Official Podcast #18 With ImmortalHD,https://i.ytimg.com/vi/GwnjOWJbhns/mqdefault.jpg,https://www.youtube.com/watch?v=GwnjOWJbhns,18,With ImmortalHD,8723,99
190,0my9nPk_UZc,4/7/2017 6:00,2017,263351,6598,124,0,878,The Official Podcast #17 With Ozzy Man Reviews,https://i.ytimg.com/vi/0my9nPk_UZc/mqdefault.jpg,https://www.youtube.com/watch?v=0my9nPk_UZc,17,With Ozzy Man Reviews,6722,98
191,36k8UMenlmM,3/31/2017 6:00,2017,276958,8817,120,0,821,The Official Podcast #16 With Funhaus,https://i.ytimg.com/vi/36k8UMenlmM/mqdefault.jpg,https://www.youtube.com/watch?v=36k8UMenlmM,16,With Funhaus,8937,99
192,XDg5EIddsZg,3/24/2017 6:00,2017,313756,9420,220,0,1367,The Official Podcast #15 With Your Movie Sucks,https://i.ytimg.com/vi/XDg5EIddsZg/mqdefault.jpg,https://www.youtube.com/watch?v=XDg5EIddsZg,15,With Your Movie Sucks,9640,98
193,BrqLtIevKaM,3/17/2017 6:00,2017,151534,4778,73,0,566,The Official Podcast #14 With Davyforce and Ray Narvaez Jr.,https://i.ytimg.com/vi/BrqLtIevKaM/mqdefault.jpg,https://www.youtube.com/watch?v=BrqLtIevKaM,14,With Davyforce and Ray Narvaez Jr.,4851,98
194,x_-ybASmqtk,3/10/2017 7:01,2017,341024,9662,139,0,941,The Official Podcast #13 With Ray Narvaez Jr.,https://i.ytimg.com/vi/x_-ybASmqtk/mqdefault.jpg,https://www.youtube.com/watch?v=x_-ybASmqtk,13,With Ray Narvaez Jr.,9801,99
195,kokmob3_5Y0,3/3/2017 8:34,2017,350756,9118,152,0,1026,The Official Podcast #12: The Great Emu War,https://i.ytimg.com/vi/kokmob3_5Y0/mqdefault.jpg,https://www.youtube.com/watch?v=kokmob3_5Y0,12, The Great Emu War,9270,98
196,ddxJHEOKysw,2/24/2017 7:00,2017,616140,21890,386,0,2336,The Official Podcast #11 With Jacksepticeye,https://i.ytimg.com/vi/ddxJHEOKysw/mqdefault.jpg,https://www.youtube.com/watch?v=ddxJHEOKysw,11,With Jacksepticeye,22276,98
197,1ujhNb4rP04,2/17/2017 7:00,2017,415708,10958,161,0,1120,The Official Podcast #10 With Criken and I Hate Everything,https://i.ytimg.com/vi/1ujhNb4rP04/mqdefault.jpg,https://www.youtube.com/watch?v=1ujhNb4rP04,10,With Criken and I Hate Everything,11119,99
198,dZ_1RLAJjR8,2/10/2017 7:00,2017,463148,13046,183,0,1123,The Official Podcast #9 With I Hate Everything,https://i.ytimg.com/vi/dZ_1RLAJjR8/mqdefault.jpg,https://www.youtube.com/watch?v=dZ_1RLAJjR8,9,With I Hate Everything,13229,99
199,Xwf_JU3zehQ,2/3/2017 7:00,2017,265889,6647,91,0,815,The Official Podcast #8: Jason New Bourne,https://i.ytimg.com/vi/Xwf_JU3zehQ/mqdefault.jpg,https://www.youtube.com/watch?v=Xwf_JU3zehQ,8, Jason New Bourne,6738,99
200,Adtfu4ICdyg,1/27/2017 7:00,2017,321809,7708,101,0,807,The Official Podcast #7: Naked Dumpster Diving,https://i.ytimg.com/vi/Adtfu4ICdyg/mqdefault.jpg,https://www.youtube.com/watch?v=Adtfu4ICdyg,7, Naked Dumpster Diving,7809,99
201,rFQL4Dz_r50,1/20/2017 7:00,2017,293359,7731,134,0,818,The Official Podcast #6: Pepper Parade,https://i.ytimg.com/vi/rFQL4Dz_r50/mqdefault.jpg,https://www.youtube.com/watch?v=rFQL4Dz_r50,6, Pepper Parade,7865,98
202,Fft2c4Coj3M,1/13/2017 7:00,2017,309667,8168,138,0,1259,The Official Podcast #5: Is Anime Modern Art?,https://i.ytimg.com/vi/Fft2c4Coj3M/mqdefault.jpg,https://www.youtube.com/watch?v=Fft2c4Coj3M,5, Is Anime Modern Art?,8306,98
203,odGRKmqeZok,1/5/2017 6:41,2017,318648,7708,168,0,1083,The Official Podcast #4: Kinky Star Wars Minecraft,https://i.ytimg.com/vi/odGRKmqeZok/mqdefault.jpg,https://www.youtube.com/watch?v=odGRKmqeZok,4, Kinky Star Wars Minecraft,7876,98
204,8iKQy_cabII,12/29/2016 5:36,2016,323773,8222,104,0,913,The Official Podcast #3: Wildest Dreams,https://i.ytimg.com/vi/8iKQy_cabII/mqdefault.jpg,https://www.youtube.com/watch?v=8iKQy_cabII,3, Wildest Dreams,8326,99
205,CNkfs5Zw0Hg,12/21/2016 6:38,2016,346487,9155,244,0,1287,The Official Podcast #2: How Darth Vader Met Rogue One,https://i.ytimg.com/vi/CNkfs5Zw0Hg/mqdefault.jpg,https://www.youtube.com/watch?v=CNkfs5Zw0Hg,2, How Darth Vader Met Rogue One,9399,97
206,bbfXJQofDpA,12/14/2016 6:22,2016,677406,18716,233,0,2199,The Official Podcast #1: Biblical Questions,https://i.ytimg.com/vi/bbfXJQofDpA/mqdefault.jpg,https://www.youtube.com/watch?v=bbfXJQofDpA,1, Biblical Questions,18949,99
